Unnamed: 0,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description,associated_pathways
423,ENSMUSG00000039153,Runx2,12393.0,runt related transcription factor 2 [Source:MGI Symbol;Acc:MGI:99829],
424,ENSMUSG00000039158,Akna,100182.0,AT-hook transcription factor [Source:MGI Symbol;Acc:MGI:2140340],
425,ENSMUSG00000039193,Nlrc4,268973.0,"NLR family, CARD domain containing 4 [Source:MGI Symbol;Acc:MGI:3036243]",
426,ENSMUSG00000039275,Foxk2,68837.0,forkhead box K2 [Source:MGI Symbol;Acc:MGI:1916087],
427,ENSMUSG00000039315,Clnk,27278.0,cytokine-dependent hematopoietic cell linker [Source:MGI Symbol;Acc:MGI:1351468],
428,ENSMUSG00000039384,Dusp10,63953.0,dual specificity phosphatase 10 [Source:MGI Symbol;Acc:MGI:1927070],
429,ENSMUSG00000039521,Foxp3,20371.0,forkhead box P3 [Source:MGI Symbol;Acc:MGI:1891436],
430,ENSMUSG00000039621,Prex1,277360.0,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:MGI Symbol;Acc:MGI:3040696]",
431,ENSMUSG00000039697,Ncoa7,211329.0,nuclear receptor coactivator 7 [Source:MGI Symbol;Acc:MGI:2444847],
432,ENSMUSG00000039760,Il22ra2,237310.0,"interleukin 22 receptor, alpha 2 [Source:MGI Symbol;Acc:MGI:2665114]",
433,ENSMUSG00000039851,4932438H23Rik,74387.0,RIKEN cDNA 4932438H23 gene [Source:MGI Symbol;Acc:MGI:1921637],
434,ENSMUSG00000039911,Spsb1,74646.0,splA/ryanodine receptor domain and SOCS box containing 1 [Source:MGI Symbol;Acc:MGI:1921896],
435,ENSMUSG00000039936,Pik3cd,18707.0,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:MGI Symbol;Acc:MGI:1098211]",
436,ENSMUSG00000039981,Zc3h12d,237256.0,zinc finger CCCH type containing 12D [Source:MGI Symbol;Acc:MGI:3045313],
437,ENSMUSG00000040046,Tph1,21990.0,tryptophan hydroxylase 1 [Source:MGI Symbol;Acc:MGI:98796],
438,ENSMUSG00000040247,Tbc1d10c,108995.0,"TBC1 domain family, member 10c [Source:MGI Symbol;Acc:MGI:1922072]",
439,ENSMUSG00000040254,Sema3d,108151.0,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]",
440,ENSMUSG00000040274,Cdk6,12571.0,cyclin-dependent kinase 6 [Source:MGI Symbol;Acc:MGI:1277162],
441,ENSMUSG00000040350,Trim7,94089.0,tripartite motif-containing 7 [Source:MGI Symbol;Acc:MGI:2137353],
442,ENSMUSG00000040466,Blvrb,233016.0,biliverdin reductase B (flavin reductase (NADPH)) [Source:MGI Symbol;Acc:MGI:2385271],
443,ENSMUSG00000040498,Igsf23,70080.0,"immunoglobulin superfamily, member 23 [Source:MGI Symbol;Acc:MGI:1917330]",
444,ENSMUSG00000040627,Aicda,11628.0,activation-induced cytidine deaminase [Source:MGI Symbol;Acc:MGI:1342279],
445,ENSMUSG00000040680,Kremen2,73016.0,kringle containing transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1920266],
446,ENSMUSG00000040690,Col16a1,107581.0,"collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]",
447,ENSMUSG00000040808,S100g,12309.0,S100 calcium binding protein G [Source:MGI Symbol;Acc:MGI:104528],
448,ENSMUSG00000040963,Asgr2,11890.0,asialoglycoprotein receptor 2 [Source:MGI Symbol;Acc:MGI:88082],
449,ENSMUSG00000040966,Slc22a2,20518.0,"solute carrier family 22 (organic cation transporter), member 2 [Source:MGI Symbol;Acc:MGI:1335072]",
450,ENSMUSG00000041202,Pla2g2d,18782.0,"phospholipase A2, group IID [Source:MGI Symbol;Acc:MGI:1341796]",
451,ENSMUSG00000041245,Wnk3,279561.0,WNK lysine deficient protein kinase 3 [Source:MGI Symbol;Acc:MGI:2652875],
452,ENSMUSG00000041248,Kcnj1,56379.0,"potassium inwardly-rectifying channel, subfamily J, member 1 [Source:MGI Symbol;Acc:MGI:1927248]",
453,ENSMUSG00000041417,Pik3r1,18708.0,phosphoinositide-3-kinase regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:97583],
454,ENSMUSG00000041559,Fmod,14264.0,fibromodulin [Source:MGI Symbol;Acc:MGI:1328364],
455,ENSMUSG00000041567,Serpina12,68054.0,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12 [Source:MGI Symbol;Acc:MGI:1915304]",
456,ENSMUSG00000041642,Kif21b,16565.0,kinesin family member 21B [Source:MGI Symbol;Acc:MGI:109234],
457,ENSMUSG00000041794,Myrip,245049.0,myosin VIIA and Rab interacting protein [Source:MGI Symbol;Acc:MGI:2384407],
458,ENSMUSG00000041831,Sytl3,83672.0,synaptotagmin-like 3 [Source:MGI Symbol;Acc:MGI:1933367],
459,ENSMUSG00000041849,Card6,239319.0,"caspase recruitment domain family, member 6 [Source:MGI Symbol;Acc:MGI:3032959]",
460,ENSMUSG00000041859,Mcm3,17215.0,minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845],
461,ENSMUSG00000041890,Git2,26431.0,GIT ArfGAP 2 [Source:MGI Symbol;Acc:MGI:1347053],
462,ENSMUSG00000041920,Slc16a6,104681.0,"solute carrier family 16 (monocarboxylic acid transporters), member 6 [Source:MGI Symbol;Acc:MGI:2144585]",
463,ENSMUSG00000041954,Tnfrsf18,21936.0,"tumor necrosis factor receptor superfamily, member 18 [Source:MGI Symbol;Acc:MGI:894675]",
464,ENSMUSG00000042228,Lyn,17096.0,"LYN proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:96892]",
465,ENSMUSG00000042244,Pglyrp3,242100.0,peptidoglycan recognition protein 3 [Source:MGI Symbol;Acc:MGI:2685266],
466,ENSMUSG00000042265,Trem1,58217.0,triggering receptor expressed on myeloid cells 1 [Source:MGI Symbol;Acc:MGI:1930005],
467,ENSMUSG00000042364,Snx18,170625.0,sorting nexin 18 [Source:MGI Symbol;Acc:MGI:2137642],
468,ENSMUSG00000042371,Slc5a10,109342.0,"solute carrier family 5 (sodium/glucose cotransporter), member 10 [Source:MGI Symbol;Acc:MGI:1926089]",
469,ENSMUSG00000042453,Reln,19699.0,reelin [Source:MGI Symbol;Acc:MGI:103022],
470,ENSMUSG00000042514,Klhl14,225266.0,kelch-like 14 [Source:MGI Symbol;Acc:MGI:1921249],
471,ENSMUSG00000042524,Sun2,223697.0,Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011],
472,ENSMUSG00000042770,Hebp1,15199.0,heme binding protein 1 [Source:MGI Symbol;Acc:MGI:1333880],
473,ENSMUSG00000042808,Gpx2,14776.0,glutathione peroxidase 2 [Source:MGI Symbol;Acc:MGI:106609],
474,ENSMUSG00000042817,Flt3,14255.0,FMS-like tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:95559],
475,ENSMUSG00000042978,Sbk1,104175.0,SH3-binding kinase 1 [Source:MGI Symbol;Acc:MGI:2135937],
476,ENSMUSG00000042988,Notum,77583.0,notum palmitoleoyl-protein carboxylesterase [Source:MGI Symbol;Acc:MGI:1924833],
477,ENSMUSG00000043003,Rasef,242505.0,RAS and EF hand domain containing [Source:MGI Symbol;Acc:MGI:2448565],
478,ENSMUSG00000043252,Tmem64,100201.0,transmembrane protein 64 [Source:MGI Symbol;Acc:MGI:2140359],
479,ENSMUSG00000043760,Pkhd1,241035.0,polycystic kidney and hepatic disease 1 [Source:MGI Symbol;Acc:MGI:2155808],
480,ENSMUSG00000044006,Cilp2,68709.0,cartilage intermediate layer protein 2 [Source:MGI Symbol;Acc:MGI:1915959],
481,ENSMUSG00000044052,Ccr10,12777.0,chemokine (C-C motif) receptor 10 [Source:MGI Symbol;Acc:MGI:1096320],
482,ENSMUSG00000044320,1700001O22Rik,73598.0,RIKEN cDNA 1700001O22 gene [Source:MGI Symbol;Acc:MGI:1923631],
483,ENSMUSG00000044674,Fzd1,14362.0,frizzled class receptor 1 [Source:MGI Symbol;Acc:MGI:1196625],
484,ENSMUSG00000044827,Tlr1,21897.0,toll-like receptor 1 [Source:MGI Symbol;Acc:MGI:1341295],
485,ENSMUSG00000045087,S1pr5,94226.0,sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641],
486,ENSMUSG00000045165,AI467606,101602.0,expressed sequence AI467606 [Source:MGI Symbol;Acc:MGI:2141979],
487,ENSMUSG00000045326,Fndc7,320181.0,fibronectin type III domain containing 7 [Source:MGI Symbol;Acc:MGI:2443535],
488,ENSMUSG00000045667,Smtnl2,276829.0,smoothelin-like 2 [Source:MGI Symbol;Acc:MGI:2442764],
489,ENSMUSG00000046352,Gjb2,14619.0,"gap junction protein, beta 2 [Source:MGI Symbol;Acc:MGI:95720]",
490,ENSMUSG00000046460,Sh2d7,244885.0,SH2 domain containing 7 [Source:MGI Symbol;Acc:MGI:2441692],
491,ENSMUSG00000046523,Kctd4,67516.0,potassium channel tetramerisation domain containing 4 [Source:MGI Symbol;Acc:MGI:1914766],
492,ENSMUSG00000047104,Pbp2,76400.0,phosphatidylethanolamine binding protein 2 [Source:MGI Symbol;Acc:MGI:1923650],
493,ENSMUSG00000047368,Abhd17b,226016.0,abhydrolase domain containing 17B [Source:MGI Symbol;Acc:MGI:1917816],
494,ENSMUSG00000047414,Flrt2,399558.0,fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594],
495,ENSMUSG00000047428,Dlk2,106565.0,delta like non-canonical Notch ligand 2 [Source:MGI Symbol;Acc:MGI:2146838],
496,ENSMUSG00000047604,Frat2,212398.0,frequently rearranged in advanced T cell lymphomas 2 [Source:MGI Symbol;Acc:MGI:2673967],
497,ENSMUSG00000047712,Ust,338362.0,uronyl-2-sulfotransferase [Source:MGI Symbol;Acc:MGI:2442406],
498,ENSMUSG00000048031,Fcrl5,329693.0,Fc receptor-like 5 [Source:MGI Symbol;Acc:MGI:3053558],
499,ENSMUSG00000048234,Rnf149,67702.0,ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438],
500,ENSMUSG00000048277,Syngr2,20973.0,synaptogyrin 2 [Source:MGI Symbol;Acc:MGI:1328324],
501,ENSMUSG00000048349,Pou4f1,18996.0,"POU domain, class 4, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102525]",
502,ENSMUSG00000048402,Gli2,14633.0,GLI-Kruppel family member GLI2 [Source:MGI Symbol;Acc:MGI:95728],
503,ENSMUSG00000048480,Cxcr1,227288.0,chemokine (C-X-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:2448715],
504,ENSMUSG00000048490,Nrip1,268903.0,nuclear receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1315213],
505,ENSMUSG00000048546,Tob2,57259.0,"transducer of ERBB2, 2 [Source:MGI Symbol;Acc:MGI:1888525]",
506,ENSMUSG00000048776,Pthlh,19227.0,parathyroid hormone-like peptide [Source:MGI Symbol;Acc:MGI:97800],
507,ENSMUSG00000049092,Gpr137c,70713.0,G protein-coupled receptor 137C [Source:MGI Symbol;Acc:MGI:1917963],
508,ENSMUSG00000049093,Il23r,209590.0,interleukin 23 receptor [Source:MGI Symbol;Acc:MGI:2181693],
509,ENSMUSG00000049516,Spty2d1,101685.0,SPT2 chromatin protein domain containing 1 [Source:MGI Symbol;Acc:MGI:2142062],
510,ENSMUSG00000049604,Hoxb13,15408.0,homeobox B13 [Source:MGI Symbol;Acc:MGI:107730],
511,ENSMUSG00000049985,Ankrd55,77318.0,ankyrin repeat domain 55 [Source:MGI Symbol;Acc:MGI:1924568],
512,ENSMUSG00000050010,Shisa3,330096.0,shisa family member 3 [Source:MGI Symbol;Acc:MGI:3041225],
513,ENSMUSG00000050199,Lgr4,107515.0,leucine-rich repeat-containing G protein-coupled receptor 4 [Source:MGI Symbol;Acc:MGI:1891468],
514,ENSMUSG00000050288,Fzd2,57265.0,frizzled class receptor 2 [Source:MGI Symbol;Acc:MGI:1888513],
515,ENSMUSG00000050295,Foxc1,17300.0,forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466],
516,ENSMUSG00000050315,Synpo2,118449.0,synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070],
517,ENSMUSG00000050350,Gpr18,110168.0,G protein-coupled receptor 18 [Source:MGI Symbol;Acc:MGI:107859],
518,ENSMUSG00000050368,Hoxd10,15430.0,homeobox D10 [Source:MGI Symbol;Acc:MGI:96202],
519,ENSMUSG00000050468,Astl,215095.0,astacin-like metalloendopeptidase (M12 family) [Source:MGI Symbol;Acc:MGI:3046414],
520,ENSMUSG00000050600,Zfp831,100043757.0,zinc finger protein 831 [Source:MGI Symbol;Acc:MGI:3641861],
521,ENSMUSG00000050628,Ubald2,319370.0,UBA-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1914635],
522,ENSMUSG00000050663,Trhde,237553.0,TRH-degrading enzyme [Source:MGI Symbol;Acc:MGI:2384311],
523,ENSMUSG00000050730,Arhgap42,71544.0,Rho GTPase activating protein 42 [Source:MGI Symbol;Acc:MGI:1918794],
524,ENSMUSG00000050860,Phospho1,237928.0,"phosphatase, orphan 1 [Source:MGI Symbol;Acc:MGI:2447348]",
525,ENSMUSG00000050912,Tmem123,71929.0,transmembrane protein 123 [Source:MGI Symbol;Acc:MGI:1919179],
526,ENSMUSG00000051379,Flrt3,71436.0,fibronectin leucine rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1918686],
527,ENSMUSG00000051727,Kctd14,233529.0,potassium channel tetramerisation domain containing 14 [Source:MGI Symbol;Acc:MGI:1289222],
528,ENSMUSG00000052013,Btla,208154.0,B and T lymphocyte associated [Source:MGI Symbol;Acc:MGI:2658978],
529,ENSMUSG00000052085,Dock8,76088.0,dedicator of cytokinesis 8 [Source:MGI Symbol;Acc:MGI:1921396],
530,ENSMUSG00000052099,Prss51,100504162.0,"protease, serine 51 [Source:MGI Symbol;Acc:MGI:1921465]",
531,ENSMUSG00000052133,Sema5b,20357.0,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]",
532,ENSMUSG00000052142,Rasal3,320484.0,RAS protein activator like 3 [Source:MGI Symbol;Acc:MGI:2444128],
533,ENSMUSG00000052435,Cebpe,110794.0,"CCAAT/enhancer binding protein (C/EBP), epsilon [Source:MGI Symbol;Acc:MGI:103572]",
534,ENSMUSG00000052539,Magi3,99470.0,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1923484]",
535,ENSMUSG00000052631,Sh2d6,71130.0,SH2 domain containing 6 [Source:MGI Symbol;Acc:MGI:1918380],
536,ENSMUSG00000052889,Prkcb,18751.0,"protein kinase C, beta [Source:MGI Symbol;Acc:MGI:97596]",
537,ENSMUSG00000053398,Phgdh,236539.0,3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330],
538,ENSMUSG00000053469,Tg,21819.0,thyroglobulin [Source:MGI Symbol;Acc:MGI:98733],
539,ENSMUSG00000054206,Gzmm,16904.0,granzyme M (lymphocyte met-ase 1) [Source:MGI Symbol;Acc:MGI:99549],
540,ENSMUSG00000054889,Dsp,109620.0,desmoplakin [Source:MGI Symbol;Acc:MGI:109611],
541,ENSMUSG00000054892,Txk,22165.0,TXK tyrosine kinase [Source:MGI Symbol;Acc:MGI:102960],
542,ENSMUSG00000054932,Afp,11576.0,alpha fetoprotein [Source:MGI Symbol;Acc:MGI:87951],
543,ENSMUSG00000054951,9130008F23Rik,71583.0,RIKEN cDNA 9130008F23 gene [Source:MGI Symbol;Acc:MGI:1918833],
544,ENSMUSG00000055235,Wdr86,269633.0,WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466],
545,ENSMUSG00000055435,Maf,17132.0,avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909],
546,ENSMUSG00000055761,Nkain3,269513.0,Na+/K+ transporting ATPase interacting 3 [Source:MGI Symbol;Acc:MGI:2444830],
547,ENSMUSG00000056209,Npm3,18150.0,nucleoplasmin 3 [Source:MGI Symbol;Acc:MGI:894653],
548,ENSMUSG00000056220,Pla2g4a,18783.0,"phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:MGI Symbol;Acc:MGI:1195256]",
549,ENSMUSG00000056413,Adap1,231821.0,ArfGAP with dual PH domains 1 [Source:MGI Symbol;Acc:MGI:2442201],
550,ENSMUSG00000056498,Tmem154,320782.0,transmembrane protein 154 [Source:MGI Symbol;Acc:MGI:2444725],
551,ENSMUSG00000056569,Mpz,17528.0,myelin protein zero [Source:MGI Symbol;Acc:MGI:103177],
552,ENSMUSG00000057058,Skap1,78473.0,src family associated phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1925723],
553,ENSMUSG00000057191,AB124611,382062.0,cDNA sequence AB124611 [Source:MGI Symbol;Acc:MGI:3043001],
554,ENSMUSG00000057315,Arhgap24,231532.0,Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647],
555,ENSMUSG00000057337,Chst3,53374.0,carbohydrate sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1858224],
556,ENSMUSG00000057378,Ryr3,20192.0,ryanodine receptor 3 [Source:MGI Symbol;Acc:MGI:99684],
557,ENSMUSG00000057777,Mab21l2,23937.0,mab-21-like 2 [Source:MGI Symbol;Acc:MGI:1346022],
558,ENSMUSG00000057948,Unc13d,70450.0,unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700],
559,ENSMUSG00000057967,Fgf18,14172.0,fibroblast growth factor 18 [Source:MGI Symbol;Acc:MGI:1277980],
560,ENSMUSG00000058152,Chsy3,78923.0,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173],
562,ENSMUSG00000059146,Ntrk3,414121.0,"neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]",
563,ENSMUSG00000059898,Dsc3,13507.0,desmocollin 3 [Source:MGI Symbol;Acc:MGI:1194993],
564,ENSMUSG00000059956,Serpinb12,71869.0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12 [Source:MGI Symbol;Acc:MGI:1919119]",
565,ENSMUSG00000060180,Myh13,544791.0,"myosin, heavy polypeptide 13, skeletal muscle [Source:MGI Symbol;Acc:MGI:1339967]",
566,ENSMUSG00000060240,Cend1,57754.0,cell cycle exit and neuronal differentiation 1 [Source:MGI Symbol;Acc:MGI:1929898],
567,ENSMUSG00000060371,Caln1,140904.0,calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987],
568,ENSMUSG00000060429,Sntb1,20649.0,"syntrophin, basic 1 [Source:MGI Symbol;Acc:MGI:101781]",
569,ENSMUSG00000060477,Irak2,108960.0,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],
570,ENSMUSG00000060600,Eno3,13808.0,"enolase 3, beta muscle [Source:MGI Symbol;Acc:MGI:95395]",
571,ENSMUSG00000060703,Cd302,66205.0,CD302 antigen [Source:MGI Symbol;Acc:MGI:1913455],
572,ENSMUSG00000060924,Csmd1,94109.0,CUB and Sushi multiple domains 1 [Source:MGI Symbol;Acc:MGI:2137383],
573,ENSMUSG00000061119,Prcp,72461.0,prolylcarboxypeptidase (angiotensinase C) [Source:MGI Symbol;Acc:MGI:1919711],
574,ENSMUSG00000061259,Tmprss11d,231382.0,"transmembrane protease, serine 11d [Source:MGI Symbol;Acc:MGI:2385221]",
575,ENSMUSG00000061589,Dot1l,208266.0,"DOT1-like, histone H3 methyltransferase (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2143886]",
576,ENSMUSG00000061718,Ppp1r1b,19049.0,"protein phosphatase 1, regulatory inhibitor subunit 1B [Source:MGI Symbol;Acc:MGI:94860]",
577,ENSMUSG00000061751,Kalrn,545156.0,"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]",
578,ENSMUSG00000061815,Rufy4,435626.0,RUN and FYVE domain containing 4 [Source:MGI Symbol;Acc:MGI:3588214],
579,ENSMUSG00000062007,Hsh2d,209488.0,hematopoietic SH2 domain containing [Source:MGI Symbol;Acc:MGI:2676364],
580,ENSMUSG00000062175,Tgif2,228839.0,TGFB-induced factor homeobox 2 [Source:MGI Symbol;Acc:MGI:1915299],
581,ENSMUSG00000062585,Cnr2,12802.0,cannabinoid receptor 2 (macrophage) [Source:MGI Symbol;Acc:MGI:104650],
582,ENSMUSG00000062694,Cav3,12391.0,caveolin 3 [Source:MGI Symbol;Acc:MGI:107570],
583,ENSMUSG00000062822,4833420G17Rik,67392.0,RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642],
584,ENSMUSG00000063564,Col23a1,237759.0,"collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]",
585,ENSMUSG00000063594,Gng8,14709.0,"guanine nucleotide binding protein (G protein), gamma 8 [Source:MGI Symbol;Acc:MGI:109163]",
586,ENSMUSG00000063889,Crem,12916.0,cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495],
587,ENSMUSG00000064065,Ipcef1,320495.0,interaction protein for cytohesin exchange factors 1 [Source:MGI Symbol;Acc:MGI:2444159],
588,ENSMUSG00000064179,Tnnt1,21955.0,"troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]",
589,ENSMUSG00000064325,Hhip,15245.0,Hedgehog-interacting protein [Source:MGI Symbol;Acc:MGI:1341847],
590,ENSMUSG00000064351,mt-Co1,17708.0,mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:102504],
591,ENSMUSG00000064358,mt-Co3,17710.0,mitochondrially encoded cytochrome c oxidase III [Source:MGI Symbol;Acc:MGI:102502],
592,ENSMUSG00000064370,mt-Cytb,17711.0,mitochondrially encoded cytochrome b [Source:MGI Symbol;Acc:MGI:102501],
593,ENSMUSG00000066113,Adamtsl1,77739.0,ADAMTS-like 1 [Source:MGI Symbol;Acc:MGI:1924989],
594,ENSMUSG00000066278,Vps37b,330192.0,vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724],
595,ENSMUSG00000066406,Akap13,75547.0,A kinase (PRKA) anchor protein 13 [Source:MGI Symbol;Acc:MGI:2676556],
596,ENSMUSG00000066621,Tecpr1,70381.0,tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631],
597,ENSMUSG00000066755,Tnfsf18,240873.0,"tumor necrosis factor (ligand) superfamily, member 18 [Source:MGI Symbol;Acc:MGI:2673064]",
598,ENSMUSG00000066800,Rnasel,24014.0,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]",
599,ENSMUSG00000068335,Dok1,13448.0,docking protein 1 [Source:MGI Symbol;Acc:MGI:893587],
600,ENSMUSG00000068614,Actc1,11464.0,"actin, alpha, cardiac muscle 1 [Source:MGI Symbol;Acc:MGI:87905]",
601,ENSMUSG00000068699,Flnc,68794.0,"filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]",
602,ENSMUSG00000069094,Pde7a,18583.0,phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402],
603,ENSMUSG00000069662,Marcks,17118.0,myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907],
604,ENSMUSG00000070000,Fcho1,74015.0,FCH domain only 1 [Source:MGI Symbol;Acc:MGI:1921265],
605,ENSMUSG00000070327,Rnf213,672511.0,ring finger protein 213 [Source:MGI Symbol;Acc:MGI:1289196],
606,ENSMUSG00000070369,Itgad,381924.0,"integrin, alpha D [Source:MGI Symbol;Acc:MGI:3578624]",
607,ENSMUSG00000070385,Ampd1,229665.0,adenosine monophosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:88015],
608,ENSMUSG00000071369,Map3k5,26408.0,mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876],
609,ENSMUSG00000071415,Rpl23,65019.0,ribosomal protein L23 [Source:MGI Symbol;Acc:MGI:1929455],
610,ENSMUSG00000071552,Tigit,100043314.0,T cell immunoreceptor with Ig and ITIM domains [Source:MGI Symbol;Acc:MGI:3642260],
611,ENSMUSG00000071984,Fndc1,68655.0,fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905],
612,ENSMUSG00000072235,Tuba1a,22142.0,"tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]",
613,ENSMUSG00000072419,Dppa2,73703.0,developmental pluripotency associated 2 [Source:MGI Symbol;Acc:MGI:2157523],
614,ENSMUSG00000073433,Arhgdig,14570.0,Rho GDP dissociation inhibitor (GDI) gamma [Source:MGI Symbol;Acc:MGI:108430],
615,ENSMUSG00000073982,Rhog,56212.0,ras homolog family member G [Source:MGI Symbol;Acc:MGI:1928370],
616,ENSMUSG00000074063,Osgin1,71839.0,oxidative stress induced growth inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919089],
617,ENSMUSG00000074151,Nlrc5,434341.0,"NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]",
618,ENSMUSG00000074397,Foxr1,382074.0,forkhead box R1 [Source:MGI Symbol;Acc:MGI:2685961],
619,ENSMUSG00000074570,Cass4,320664.0,Cas scaffolding protein family member 4 [Source:MGI Symbol;Acc:MGI:2444482],
620,ENSMUSG00000074594,Wfdc9,629754.0,WAP four-disulfide core domain 9 [Source:MGI Symbol;Acc:MGI:3652032],
621,ENSMUSG00000074625,Arhgap40,545481.0,Rho GTPase activating protein 40 [Source:MGI Symbol;Acc:MGI:3649852],
622,ENSMUSG00000074653,Lrrc31,320352.0,leucine rich repeat containing 31 [Source:MGI Symbol;Acc:MGI:2443864],
623,ENSMUSG00000074785,Plxnc1,54712.0,plexin C1 [Source:MGI Symbol;Acc:MGI:1890127],
624,ENSMUSG00000074852,Hpse2,545291.0,heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814],
625,ENSMUSG00000074886,Grk6,26385.0,G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078],
626,ENSMUSG00000075284,Wipf1,215280.0,"WAS/WASL interacting protein family, member 1 [Source:MGI Symbol;Acc:MGI:2178801]",
627,ENSMUSG00000075415,Fnbp1,14269.0,formin binding protein 1 [Source:MGI Symbol;Acc:MGI:109606],
628,ENSMUSG00000078719,Msmp,100039672.0,"microseminoprotein, prostate associated [Source:MGI Symbol;Acc:MGI:3652339]",
629,ENSMUSG00000079110,Capn3,12335.0,calpain 3 [Source:MGI Symbol;Acc:MGI:107437],
630,ENSMUSG00000079445,B3gnt7,227327.0,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:2384394]",
631,ENSMUSG00000079563,Pglyrp2,57757.0,peptidoglycan recognition protein 2 [Source:MGI Symbol;Acc:MGI:1928099],
632,ENSMUSG00000079598,Clec2l,665180.0,"C-type lectin domain family 2, member L [Source:MGI Symbol;Acc:MGI:2141402]",
633,ENSMUSG00000079659,Tmem243,652925.0,"transmembrane protein 243, mitochondrial [Source:MGI Symbol;Acc:MGI:3606159]",
634,ENSMUSG00000082101,Slfn14,237890.0,schlafen 14 [Source:MGI Symbol;Acc:MGI:2684866],
635,ENSMUSG00000085795,Zfp703,353310.0,zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729],
