,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description
1557,ENSMUSG00000031827,Cotl1,72042,coactosin-like 1 (Dictyostelium) [Source:MGI Symbol;Acc:MGI:1919292]
1558,ENSMUSG00000031841,Cdh13,12554,cadherin 13 [Source:MGI Symbol;Acc:MGI:99551]
1559,ENSMUSG00000031842,Pde4c,110385,"phosphodiesterase 4C, cAMP specific [Source:MGI Symbol;Acc:MGI:99556]"
1560,ENSMUSG00000031871,Cdh5,12562,cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]
1561,ENSMUSG00000031875,Cmtm3,68119,CKLF-like MARVEL transmembrane domain containing 3 [Source:MGI Symbol;Acc:MGI:2447162]
1562,ENSMUSG00000031880,Rrad,56437,Ras-related associated with diabetes [Source:MGI Symbol;Acc:MGI:1930943]
1563,ENSMUSG00000031883,Car7,12354,carbonic anhydrase 7 [Source:MGI Symbol;Acc:MGI:103100]
1564,ENSMUSG00000031896,Ctrl,109660,chymotrypsin-like [Source:MGI Symbol;Acc:MGI:88558]
1565,ENSMUSG00000031897,Psmb10,19171,"proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]"
1566,ENSMUSG00000031925,Maml2,270118,mastermind like transcriptional coactivator 2 [Source:MGI Symbol;Acc:MGI:2389460]
1567,ENSMUSG00000031934,Panx1,55991,pannexin 1 [Source:MGI Symbol;Acc:MGI:1860055]
1568,ENSMUSG00000031972,Acta1,11459,"actin alpha 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:87902]"
1569,ENSMUSG00000031980,Agt,11606,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]"
1570,ENSMUSG00000031990,Jam3,83964,junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825]
1571,ENSMUSG00000031994,Adamts8,30806,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8 [Source:MGI Symbol;Acc:MGI:1353468]"
1572,ENSMUSG00000031997,Trpc6,22068,"transient receptor potential cation channel, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:109523]"
1573,ENSMUSG00000032000,Birc3,11796,baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]
1574,ENSMUSG00000032006,Pdgfd,71785,"platelet-derived growth factor, D polypeptide [Source:MGI Symbol;Acc:MGI:1919035]"
1575,ENSMUSG00000032010,Usp2,53376,ubiquitin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1858178]
1576,ENSMUSG00000032011,Thy1,21838,"thymus cell antigen 1, theta [Source:MGI Symbol;Acc:MGI:98747]"
1577,ENSMUSG00000032014,Oaf,102644,out at first homolog [Source:MGI Symbol;Acc:MGI:94852]
1578,ENSMUSG00000032015,Pou2f3,18988,"POU domain, class 2, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102565]"
1579,ENSMUSG00000032020,Ubash3b,72828,"ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]"
1580,ENSMUSG00000032021,Crtam,54698,cytotoxic and regulatory T cell molecule [Source:MGI Symbol;Acc:MGI:1859822]
1581,ENSMUSG00000032028,Nxpe2,78252,"neurexophilin and PC-esterase domain family, member 2 [Source:MGI Symbol;Acc:MGI:1925502]"
1582,ENSMUSG00000032035,Ets1,23871,"E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]"
1583,ENSMUSG00000032036,Kirrel3,67703,kirre like nephrin family adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1914953]
1584,ENSMUSG00000032038,St3gal4,20443,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:1316743]"
1585,ENSMUSG00000032053,Pou2af1,18985,"POU domain, class 2, associating factor 1 [Source:MGI Symbol;Acc:MGI:105086]"
1586,ENSMUSG00000032060,Cryab,12955,"crystallin, alpha B [Source:MGI Symbol;Acc:MGI:88516]"
1587,ENSMUSG00000032068,Plet1,76509,placenta expressed transcript 1 [Source:MGI Symbol;Acc:MGI:1923759]
1588,ENSMUSG00000032076,Cadm1,54725,cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1889272]
1589,ENSMUSG00000032083,Apoa1,11806,apolipoprotein A-I [Source:MGI Symbol;Acc:MGI:88049]
1590,ENSMUSG00000032085,Tagln,21345,transgelin [Source:MGI Symbol;Acc:MGI:106012]
1591,ENSMUSG00000032087,Dscaml1,114873,DS cell adhesion molecule like 1 [Source:MGI Symbol;Acc:MGI:2150309]
1592,ENSMUSG00000032089,Il10ra,16154,"interleukin 10 receptor, alpha [Source:MGI Symbol;Acc:MGI:96538]"
1593,ENSMUSG00000032093,Cd3e,12501,"CD3 antigen, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:88332]"
1594,ENSMUSG00000032094,Cd3d,12500,"CD3 antigen, delta polypeptide [Source:MGI Symbol;Acc:MGI:88331]"
1595,ENSMUSG00000032122,Slc37a2,56857,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2 [Source:MGI Symbol;Acc:MGI:1929693]"
1596,ENSMUSG00000032125,Robo4,74144,roundabout guidance receptor 4 [Source:MGI Symbol;Acc:MGI:1921394]
1597,ENSMUSG00000032135,Mcam,84004,melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966]
1598,ENSMUSG00000032174,Icam5,15898,"intercellular adhesion molecule 5, telencephalin [Source:MGI Symbol;Acc:MGI:109430]"
1599,ENSMUSG00000032179,Bmp5,12160,bone morphogenetic protein 5 [Source:MGI Symbol;Acc:MGI:88181]
1600,ENSMUSG00000032198,Dock6,319899,dedicator of cytokinesis 6 [Source:MGI Symbol;Acc:MGI:1914789]
1601,ENSMUSG00000032204,Aqp9,64008,aquaporin 9 [Source:MGI Symbol;Acc:MGI:1891066]
1602,ENSMUSG00000032218,Ccnb2,12442,cyclin B2 [Source:MGI Symbol;Acc:MGI:88311]
1603,ENSMUSG00000032220,Myo1e,71602,myosin IE [Source:MGI Symbol;Acc:MGI:106621]
1604,ENSMUSG00000032231,Anxa2,12306,annexin A2 [Source:MGI Symbol;Acc:MGI:88246]
1605,ENSMUSG00000032238,Rora,19883,RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]
1606,ENSMUSG00000032254,Kif23,71819,kinesin family member 23 [Source:MGI Symbol;Acc:MGI:1919069]
1607,ENSMUSG00000032268,Tmprss5,80893,"transmembrane protease, serine 5 (spinesin) [Source:MGI Symbol;Acc:MGI:1933407]"
1608,ENSMUSG00000032271,Nnmt,18113,nicotinamide N-methyltransferase [Source:MGI Symbol;Acc:MGI:1099443]
1609,ENSMUSG00000032281,Acsbg1,94180,acyl-CoA synthetase bubblegum family member 1 [Source:MGI Symbol;Acc:MGI:2385656]
1610,ENSMUSG00000032289,Thsd4,207596,"thrombospondin, type I, domain containing 4 [Source:MGI Symbol;Acc:MGI:2672033]"
1611,ENSMUSG00000032298,Neil1,72774,nei endonuclease VIII-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1920024]
1612,ENSMUSG00000032310,Cyp1a2,13077,"cytochrome P450, family 1, subfamily a, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88589]"
1613,ENSMUSG00000032312,Csk,12988,c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537]
1614,ENSMUSG00000032322,Pstpip1,19200,proline-serine-threonine phosphatase-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1321396]
1615,ENSMUSG00000032332,Col12a1,12816,"collagen, type XII, alpha 1 [Source:MGI Symbol;Acc:MGI:88448]"
1616,ENSMUSG00000032334,Loxl1,16949,lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096]
1617,ENSMUSG00000032343,Impg1,63859,interphotoreceptor matrix proteoglycan 1 [Source:MGI Symbol;Acc:MGI:1926876]
1618,ENSMUSG00000032355,Mlip,69642,muscular LMNA-interacting protein [Source:MGI Symbol;Acc:MGI:1916892]
1619,ENSMUSG00000032359,Ctsh,13036,cathepsin H [Source:MGI Symbol;Acc:MGI:107285]
1620,ENSMUSG00000032363,Adamts7,108153,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7 [Source:MGI Symbol;Acc:MGI:1347346]"
1621,ENSMUSG00000032366,Tpm1,22003,"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
1622,ENSMUSG00000032373,Car12,76459,carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]
1623,ENSMUSG00000032374,Plod2,26432,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:1347007]"
1624,ENSMUSG00000032387,Rbpms2,71973,RNA binding protein with multiple splicing 2 [Source:MGI Symbol;Acc:MGI:1919223]
1625,ENSMUSG00000032402,Smad3,17127,SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]
1626,ENSMUSG00000032420,Nt5e,23959,"5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]"
1627,ENSMUSG00000032436,Cmtm7,102545,CKLF-like MARVEL transmembrane domain containing 7 [Source:MGI Symbol;Acc:MGI:2447166]
1628,ENSMUSG00000032440,Tgfbr2,21813,"transforming growth factor, beta receptor II [Source:MGI Symbol;Acc:MGI:98729]"
1629,ENSMUSG00000032446,Eomes,13813,eomesodermin [Source:MGI Symbol;Acc:MGI:1201683]
1630,ENSMUSG00000032454,Rbp2,19660,"retinol binding protein 2, cellular [Source:MGI Symbol;Acc:MGI:97877]"
1631,ENSMUSG00000032473,Cldn18,56492,claudin 18 [Source:MGI Symbol;Acc:MGI:1929209]
1632,ENSMUSG00000032487,Ptgs2,19225,prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]
1633,ENSMUSG00000032492,Pth1r,19228,parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801]
1634,ENSMUSG00000032496,Ltf,17002,lactotransferrin [Source:MGI Symbol;Acc:MGI:96837]
1635,ENSMUSG00000032502,Stac,20840,src homology three (SH3) and cysteine rich domain [Source:MGI Symbol;Acc:MGI:1201400]
1636,ENSMUSG00000032503,Arpp21,74100,"cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]"
1637,ENSMUSG00000032515,Csrnp1,215418,cysteine-serine-rich nuclear protein 1 [Source:MGI Symbol;Acc:MGI:2387989]
1638,ENSMUSG00000032532,Cck,12424,cholecystokinin [Source:MGI Symbol;Acc:MGI:88297]
1639,ENSMUSG00000032537,Ephb1,270190,Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]
1640,ENSMUSG00000032548,Slco2a1,24059,"solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]"
1641,ENSMUSG00000032554,Trf,22041,transferrin [Source:MGI Symbol;Acc:MGI:98821]
1642,ENSMUSG00000032556,Bfsp2,107993,"beaded filament structural protein 2, phakinin [Source:MGI Symbol;Acc:MGI:1333828]"
1643,ENSMUSG00000032562,Gnai2,14678,"guanine nucleotide binding protein (G protein), alpha inhibiting 2 [Source:MGI Symbol;Acc:MGI:95772]"
1644,ENSMUSG00000032564,Cpne4,74020,copine IV [Source:MGI Symbol;Acc:MGI:1921270]
1645,ENSMUSG00000032575,Manf,74840,mesencephalic astrocyte-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1922090]
1646,ENSMUSG00000032578,Cish,12700,cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159]
1647,ENSMUSG00000032596,Uba7,74153,ubiquitin-like modifier activating enzyme 7 [Source:MGI Symbol;Acc:MGI:1349462]
1648,ENSMUSG00000032609,Klhdc8b,78267,kelch domain containing 8B [Source:MGI Symbol;Acc:MGI:1925517]
1649,ENSMUSG00000032625,Thsd7a,330267,"thrombospondin, type I, domain containing 7A [Source:MGI Symbol;Acc:MGI:2685683]"
1650,ENSMUSG00000032640,Chsy1,269941,chondroitin sulfate synthase 1 [Source:MGI Symbol;Acc:MGI:2681120]
1651,ENSMUSG00000032648,Pygm,19309,muscle glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97830]
1652,ENSMUSG00000032661,Oas3,246727,2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850]
1653,ENSMUSG00000032688,Malt1,240354,MALT1 paracaspase [Source:MGI Symbol;Acc:MGI:2445027]
1654,ENSMUSG00000032691,Nlrp3,216799,"NLR family, pyrin domain containing 3 [Source:MGI Symbol;Acc:MGI:2653833]"
1655,ENSMUSG00000032698,Lmo2,16909,LIM domain only 2 [Source:MGI Symbol;Acc:MGI:102811]
1656,ENSMUSG00000032714,Syde1,71709,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1918959]"
1657,ENSMUSG00000032717,Mdfi,17240,MyoD family inhibitor [Source:MGI Symbol;Acc:MGI:107687]
1658,ENSMUSG00000032719,Sbspon,226866,"somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]"
1659,ENSMUSG00000032724,Abtb2,99382,ankyrin repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2139365]
1660,ENSMUSG00000032725,Folr2,14276,folate receptor 2 (fetal) [Source:MGI Symbol;Acc:MGI:95569]
1661,ENSMUSG00000032744,Heyl,56198,hairy/enhancer-of-split related with YRPW motif-like [Source:MGI Symbol;Acc:MGI:1860511]
1662,ENSMUSG00000032754,Slc8b1,170756,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 [Source:MGI Symbol;Acc:MGI:2180781]"
1663,ENSMUSG00000032766,Gng11,66066,"guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]"
1664,ENSMUSG00000032776,Mctp2,244049,"multiple C2 domains, transmembrane 2 [Source:MGI Symbol;Acc:MGI:2685335]"
1665,ENSMUSG00000032802,Srxn1,76650,sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]
1666,ENSMUSG00000032818,Loxhd1,240411,lipoxygenase homology domains 1 [Source:MGI Symbol;Acc:MGI:1914609]
1667,ENSMUSG00000032827,Ppp1r9a,243725,"protein phosphatase 1, regulatory subunit 9A [Source:MGI Symbol;Acc:MGI:2442401]"
1668,ENSMUSG00000032841,Prr5l,72446,proline rich 5 like [Source:MGI Symbol;Acc:MGI:1919696]
1669,ENSMUSG00000032845,Alpk2,225638,alpha-kinase 2 [Source:MGI Symbol;Acc:MGI:2449492]
1670,ENSMUSG00000032846,Zswim6,67263,zinc finger SWIM-type containing 6 [Source:MGI Symbol;Acc:MGI:1914513]
1671,ENSMUSG00000032860,P2ry2,18442,"purinergic receptor P2Y, G-protein coupled 2 [Source:MGI Symbol;Acc:MGI:105107]"
1672,ENSMUSG00000032911,Cspg4,121021,chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093]
1673,ENSMUSG00000032925,Itgbl1,223272,"integrin, beta-like 1 [Source:MGI Symbol;Acc:MGI:2443439]"
1674,ENSMUSG00000032946,Rasgrp2,19395,"RAS, guanyl releasing protein 2 [Source:MGI Symbol;Acc:MGI:1333849]"
1675,ENSMUSG00000032978,Guca2b,14916,guanylate cyclase activator 2b (retina) [Source:MGI Symbol;Acc:MGI:1270851]
1676,ENSMUSG00000033006,Sox10,20665,SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]
1677,ENSMUSG00000033016,Nfatc1,18018,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]"
1678,ENSMUSG00000033032,Afap1l1,106877,actin filament associated protein 1-like 1 [Source:MGI Symbol;Acc:MGI:2147199]
1679,ENSMUSG00000033033,Calhm2,72691,calcium homeostasis modulator family member 2 [Source:MGI Symbol;Acc:MGI:1919941]
1680,ENSMUSG00000033061,Resp18,19711,regulated endocrine-specific protein 18 [Source:MGI Symbol;Acc:MGI:1098222]
1681,ENSMUSG00000033066,Gas7,14457,growth arrest specific 7 [Source:MGI Symbol;Acc:MGI:1202388]
1682,ENSMUSG00000033082,Clec1a,243653,"C-type lectin domain family 1, member a [Source:MGI Symbol;Acc:MGI:2444151]"
1683,ENSMUSG00000033083,Tbc1d4,210789,"TBC1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:2429660]"
1684,ENSMUSG00000033107,Rnf125,67664,ring finger protein 125 [Source:MGI Symbol;Acc:MGI:1914914]
1685,ENSMUSG00000033174,Mgll,23945,monoglyceride lipase [Source:MGI Symbol;Acc:MGI:1346042]
1686,ENSMUSG00000033191,Tie1,21846,tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:99906]
1687,ENSMUSG00000033192,Lpcat2,270084,lysophosphatidylcholine acyltransferase 2 [Source:MGI Symbol;Acc:MGI:3606214]
1688,ENSMUSG00000033208,S100b,20203,"S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]"
1689,ENSMUSG00000033209,Ttc28,209683,tetratricopeptide repeat domain 28 [Source:MGI Symbol;Acc:MGI:2140873]
1690,ENSMUSG00000033213,AA467197,433470,expressed sequence AA467197 [Source:MGI Symbol;Acc:MGI:3034182]
1691,ENSMUSG00000033220,Rac2,19354,Rac family small GTPase 2 [Source:MGI Symbol;Acc:MGI:97846]
1692,ENSMUSG00000033227,Wnt6,22420,"wingless-type MMTV integration site family, member 6 [Source:MGI Symbol;Acc:MGI:98960]"
1693,ENSMUSG00000033278,Ptprm,19274,"protein tyrosine phosphatase, receptor type, M [Source:MGI Symbol;Acc:MGI:102694]"
1694,ENSMUSG00000033287,Kctd17,72844,potassium channel tetramerisation domain containing 17 [Source:MGI Symbol;Acc:MGI:1920094]
1695,ENSMUSG00000033306,Lpp,210126,LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]
1696,ENSMUSG00000033308,Dpyd,99586,dihydropyrimidine dehydrogenase [Source:MGI Symbol;Acc:MGI:2139667]
1697,ENSMUSG00000033350,Chst2,54371,carbohydrate sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1891160]
1698,ENSMUSG00000033361,Prrg3,208748,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:MGI Symbol;Acc:MGI:2685214]
1699,ENSMUSG00000033377,Palmd,114301,palmdelphin [Source:MGI Symbol;Acc:MGI:2148896]
1700,ENSMUSG00000033420,Antxr1,69538,anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788]
1701,ENSMUSG00000033446,Lpar6,67168,lysophosphatidic acid receptor 6 [Source:MGI Symbol;Acc:MGI:1914418]
1702,ENSMUSG00000033453,Adamts15,235130,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 [Source:MGI Symbol;Acc:MGI:2449569]"
1703,ENSMUSG00000033491,Prss35,244954,"protease, serine 35 [Source:MGI Symbol;Acc:MGI:2444800]"
1704,ENSMUSG00000033502,Cdc14a,229776,CDC14 cell division cycle 14A [Source:MGI Symbol;Acc:MGI:2442676]
1705,ENSMUSG00000033508,Asprv1,67855,"aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]"
1706,ENSMUSG00000033554,Dph5,69740,diphthamide biosynthesis 5 [Source:MGI Symbol;Acc:MGI:1916990]
1707,ENSMUSG00000033685,Ucp2,22228,"uncoupling protein 2 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:109354]"
1708,ENSMUSG00000033721,Vav3,57257,vav 3 oncogene [Source:MGI Symbol;Acc:MGI:1888518]
1709,ENSMUSG00000033730,Egr3,13655,early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]
1710,ENSMUSG00000033740,St18,240690,suppression of tumorigenicity 18 [Source:MGI Symbol;Acc:MGI:2446700]
1711,ENSMUSG00000033752,Mnd1,76915,meiotic nuclear divisions 1 [Source:MGI Symbol;Acc:MGI:1924165]
1712,ENSMUSG00000033769,Exoc6b,75914,exocyst complex component 6B [Source:MGI Symbol;Acc:MGI:1923164]
1713,ENSMUSG00000033788,Dysf,26903,dysferlin [Source:MGI Symbol;Acc:MGI:1349385]
1714,ENSMUSG00000033826,Dnah8,13417,"dynein, axonemal, heavy chain 8 [Source:MGI Symbol;Acc:MGI:107714]"
1715,ENSMUSG00000033831,Fgb,110135,fibrinogen beta chain [Source:MGI Symbol;Acc:MGI:99501]
1716,ENSMUSG00000033860,Fgg,99571,fibrinogen gamma chain [Source:MGI Symbol;Acc:MGI:95526]
1717,ENSMUSG00000033885,Pxk,218699,PX domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1289230]
1718,ENSMUSG00000033952,Aspm,12316,abnormal spindle microtubule assembly [Source:MGI Symbol;Acc:MGI:1334448]
1719,ENSMUSG00000033981,Gria2,14800,"glutamate receptor, ionotropic, AMPA2 (alpha 2) [Source:MGI Symbol;Acc:MGI:95809]"
1720,ENSMUSG00000033987,Dnah17,69926,"dynein, axonemal, heavy chain 17 [Source:MGI Symbol;Acc:MGI:1917176]"
1721,ENSMUSG00000034028,Cd226,225825,CD226 antigen [Source:MGI Symbol;Acc:MGI:3039602]
1722,ENSMUSG00000034037,Fgd5,232237,"FYVE, RhoGEF and PH domain containing 5 [Source:MGI Symbol;Acc:MGI:2443369]"
1723,ENSMUSG00000034041,Lyl1,17095,lymphoblastomic leukemia 1 [Source:MGI Symbol;Acc:MGI:96891]
1724,ENSMUSG00000034098,Fstl5,213262,follistatin-like 5 [Source:MGI Symbol;Acc:MGI:2442179]
1725,ENSMUSG00000034116,Vav1,22324,vav 1 oncogene [Source:MGI Symbol;Acc:MGI:98923]
1726,ENSMUSG00000034127,Tspan8,216350,tetraspanin 8 [Source:MGI Symbol;Acc:MGI:2384918]
1727,ENSMUSG00000034135,Sik3,70661,SIK family kinase 3 [Source:MGI Symbol;Acc:MGI:2446296]
1728,ENSMUSG00000034139,Serpini2,67931,"serine (or cysteine) peptidase inhibitor, clade I, member 2 [Source:MGI Symbol;Acc:MGI:1915181]"
1729,ENSMUSG00000034164,Emid1,140703,EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:2155091]
1730,ENSMUSG00000034209,Rasl10a,75668,"RAS-like, family 10, member A [Source:MGI Symbol;Acc:MGI:1922918]"
1731,ENSMUSG00000034258,Flvcr2,217721,feline leukemia virus subgroup C cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2384974]
1732,ENSMUSG00000034265,Zdhhc14,224454,"zinc finger, DHHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2653229]"
1733,ENSMUSG00000034266,Batf,53314,"basic leucine zipper transcription factor, ATF-like [Source:MGI Symbol;Acc:MGI:1859147]"
1734,ENSMUSG00000034271,Jdp2,81703,Jun dimerization protein 2 [Source:MGI Symbol;Acc:MGI:1932093]
1735,ENSMUSG00000034290,Nek9,217718,NIMA (never in mitosis gene a)-related expressed kinase 9 [Source:MGI Symbol;Acc:MGI:2387995]
1736,ENSMUSG00000034310,Tmem132d,243274,transmembrane protein 132D [Source:MGI Symbol;Acc:MGI:3044963]
1737,ENSMUSG00000034317,Trim59,66949,tripartite motif-containing 59 [Source:MGI Symbol;Acc:MGI:1914199]
1738,ENSMUSG00000034324,Tmem132c,208213,transmembrane protein 132C [Source:MGI Symbol;Acc:MGI:2443061]
1739,ENSMUSG00000034330,Plcg2,234779,"phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]"
1740,ENSMUSG00000034349,Smc4,70099,structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]
1741,ENSMUSG00000034353,Ramp1,51801,receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418]
1742,ENSMUSG00000034361,Cpne2,234577,copine II [Source:MGI Symbol;Acc:MGI:2387578]
1743,ENSMUSG00000034387,Ssu2,243612,ssu-2 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2443733]
1744,ENSMUSG00000034394,Lif,16878,leukemia inhibitory factor [Source:MGI Symbol;Acc:MGI:96787]
1745,ENSMUSG00000034422,Parp14,547253,"poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489]"
1746,ENSMUSG00000034463,Scara3,219151,"scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]"
1747,ENSMUSG00000034485,Uaca,72565,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol;Acc:MGI:1919815]
1748,ENSMUSG00000034488,Edil3,13612,EGF-like repeats and discoidin I-like domains 3 [Source:MGI Symbol;Acc:MGI:1329025]
1749,ENSMUSG00000034520,Gjc1,14615,"gap junction protein, gamma 1 [Source:MGI Symbol;Acc:MGI:95718]"
1750,ENSMUSG00000034528,Hsd17b13,243168,hydroxysteroid (17-beta) dehydrogenase 13 [Source:MGI Symbol;Acc:MGI:2140804]
1751,ENSMUSG00000034614,Pik3ip1,216505,phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]
1752,ENSMUSG00000034640,Tiparp,99929,TCDD-inducible poly(ADP-ribose) polymerase [Source:MGI Symbol;Acc:MGI:2159210]
1753,ENSMUSG00000034656,Cacna1a,12286,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]"
1754,ENSMUSG00000034663,Bmp2k,140780,BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456]
1755,ENSMUSG00000034664,Itga2b,16399,integrin alpha 2b [Source:MGI Symbol;Acc:MGI:96601]
1756,ENSMUSG00000034684,Sema3f,20350,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]"
1757,ENSMUSG00000034708,Grn,14824,granulin [Source:MGI Symbol;Acc:MGI:95832]
1758,ENSMUSG00000034731,Dgkh,380921,"diacylglycerol kinase, eta [Source:MGI Symbol;Acc:MGI:2444188]"
1759,ENSMUSG00000034765,Dusp5,240672,dual specificity phosphatase 5 [Source:MGI Symbol;Acc:MGI:2685183]
1760,ENSMUSG00000034783,Cd207,246278,CD207 antigen [Source:MGI Symbol;Acc:MGI:2180021]
1761,ENSMUSG00000034792,Gna15,14676,"guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]"
1762,ENSMUSG00000034810,Scn7a,20272,"sodium channel, voltage-gated, type VII, alpha [Source:MGI Symbol;Acc:MGI:102965]"
1763,ENSMUSG00000034833,Tespa1,67596,"thymocyte expressed, positive selection associated 1 [Source:MGI Symbol;Acc:MGI:1914846]"
1764,ENSMUSG00000034837,Gnat1,14685,G protein subunit alpha transducin 1 [Source:MGI Symbol;Acc:MGI:95778]
1765,ENSMUSG00000034839,Larp6,67557,"La ribonucleoprotein 6, translational regulator [Source:MGI Symbol;Acc:MGI:1914807]"
1766,ENSMUSG00000034842,Art3,109979,ADP-ribosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1202729]
1767,ENSMUSG00000034845,Plvap,84094,plasmalemma vesicle associated protein [Source:MGI Symbol;Acc:MGI:1890497]
1768,ENSMUSG00000034855,Cxcl10,15945,chemokine (C-X-C motif) ligand 10 [Source:MGI Symbol;Acc:MGI:1352450]
1769,ENSMUSG00000034868,Myl12b,67938,"myosin, light chain 12B, regulatory [Source:MGI Symbol;Acc:MGI:107494]"
1770,ENSMUSG00000034871,Fam151a,230579,"family with sequence simliarity 151, member A [Source:MGI Symbol;Acc:MGI:2657115]"
