,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description,associated_pathways
436,ENSMUSG00000039981,Zc3h12d,237256,zinc finger CCCH type containing 12D [Source:MGI Symbol;Acc:MGI:3045313],
437,ENSMUSG00000040046,Tph1,21990,tryptophan hydroxylase 1 [Source:MGI Symbol;Acc:MGI:98796],
438,ENSMUSG00000040247,Tbc1d10c,108995,"TBC1 domain family, member 10c [Source:MGI Symbol;Acc:MGI:1922072]",
439,ENSMUSG00000040254,Sema3d,108151,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]",
440,ENSMUSG00000040274,Cdk6,12571,cyclin-dependent kinase 6 [Source:MGI Symbol;Acc:MGI:1277162],
441,ENSMUSG00000040350,Trim7,94089,tripartite motif-containing 7 [Source:MGI Symbol;Acc:MGI:2137353],
442,ENSMUSG00000040466,Blvrb,233016,biliverdin reductase B (flavin reductase (NADPH)) [Source:MGI Symbol;Acc:MGI:2385271],
443,ENSMUSG00000040498,Igsf23,70080,"immunoglobulin superfamily, member 23 [Source:MGI Symbol;Acc:MGI:1917330]",
444,ENSMUSG00000040627,Aicda,11628,activation-induced cytidine deaminase [Source:MGI Symbol;Acc:MGI:1342279],
445,ENSMUSG00000040680,Kremen2,73016,kringle containing transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1920266],
446,ENSMUSG00000040690,Col16a1,107581,"collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]",
447,ENSMUSG00000040808,S100g,12309,S100 calcium binding protein G [Source:MGI Symbol;Acc:MGI:104528],
448,ENSMUSG00000040963,Asgr2,11890,asialoglycoprotein receptor 2 [Source:MGI Symbol;Acc:MGI:88082],
449,ENSMUSG00000040966,Slc22a2,20518,"solute carrier family 22 (organic cation transporter), member 2 [Source:MGI Symbol;Acc:MGI:1335072]",
450,ENSMUSG00000041202,Pla2g2d,18782,"phospholipase A2, group IID [Source:MGI Symbol;Acc:MGI:1341796]",
451,ENSMUSG00000041245,Wnk3,279561,WNK lysine deficient protein kinase 3 [Source:MGI Symbol;Acc:MGI:2652875],
452,ENSMUSG00000041248,Kcnj1,56379,"potassium inwardly-rectifying channel, subfamily J, member 1 [Source:MGI Symbol;Acc:MGI:1927248]",
453,ENSMUSG00000041417,Pik3r1,18708,phosphoinositide-3-kinase regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:97583],
454,ENSMUSG00000041559,Fmod,14264,fibromodulin [Source:MGI Symbol;Acc:MGI:1328364],
455,ENSMUSG00000041567,Serpina12,68054,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12 [Source:MGI Symbol;Acc:MGI:1915304]",
456,ENSMUSG00000041642,Kif21b,16565,kinesin family member 21B [Source:MGI Symbol;Acc:MGI:109234],
457,ENSMUSG00000041794,Myrip,245049,myosin VIIA and Rab interacting protein [Source:MGI Symbol;Acc:MGI:2384407],
458,ENSMUSG00000041831,Sytl3,83672,synaptotagmin-like 3 [Source:MGI Symbol;Acc:MGI:1933367],
459,ENSMUSG00000041849,Card6,239319,"caspase recruitment domain family, member 6 [Source:MGI Symbol;Acc:MGI:3032959]",
460,ENSMUSG00000041859,Mcm3,17215,minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845],
461,ENSMUSG00000041890,Git2,26431,GIT ArfGAP 2 [Source:MGI Symbol;Acc:MGI:1347053],
462,ENSMUSG00000041920,Slc16a6,104681,"solute carrier family 16 (monocarboxylic acid transporters), member 6 [Source:MGI Symbol;Acc:MGI:2144585]",
463,ENSMUSG00000041954,Tnfrsf18,21936,"tumor necrosis factor receptor superfamily, member 18 [Source:MGI Symbol;Acc:MGI:894675]",
464,ENSMUSG00000042228,Lyn,17096,"LYN proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:96892]",
465,ENSMUSG00000042244,Pglyrp3,242100,peptidoglycan recognition protein 3 [Source:MGI Symbol;Acc:MGI:2685266],
466,ENSMUSG00000042265,Trem1,58217,triggering receptor expressed on myeloid cells 1 [Source:MGI Symbol;Acc:MGI:1930005],
467,ENSMUSG00000042364,Snx18,170625,sorting nexin 18 [Source:MGI Symbol;Acc:MGI:2137642],
468,ENSMUSG00000042371,Slc5a10,109342,"solute carrier family 5 (sodium/glucose cotransporter), member 10 [Source:MGI Symbol;Acc:MGI:1926089]",
469,ENSMUSG00000042453,Reln,19699,reelin [Source:MGI Symbol;Acc:MGI:103022],
470,ENSMUSG00000042514,Klhl14,225266,kelch-like 14 [Source:MGI Symbol;Acc:MGI:1921249],
471,ENSMUSG00000042524,Sun2,223697,Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011],
472,ENSMUSG00000042770,Hebp1,15199,heme binding protein 1 [Source:MGI Symbol;Acc:MGI:1333880],
473,ENSMUSG00000042808,Gpx2,14776,glutathione peroxidase 2 [Source:MGI Symbol;Acc:MGI:106609],
474,ENSMUSG00000042817,Flt3,14255,FMS-like tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:95559],
475,ENSMUSG00000042978,Sbk1,104175,SH3-binding kinase 1 [Source:MGI Symbol;Acc:MGI:2135937],
476,ENSMUSG00000042988,Notum,77583,notum palmitoleoyl-protein carboxylesterase [Source:MGI Symbol;Acc:MGI:1924833],
477,ENSMUSG00000043003,Rasef,242505,RAS and EF hand domain containing [Source:MGI Symbol;Acc:MGI:2448565],
478,ENSMUSG00000043252,Tmem64,100201,transmembrane protein 64 [Source:MGI Symbol;Acc:MGI:2140359],
479,ENSMUSG00000043760,Pkhd1,241035,polycystic kidney and hepatic disease 1 [Source:MGI Symbol;Acc:MGI:2155808],
480,ENSMUSG00000044006,Cilp2,68709,cartilage intermediate layer protein 2 [Source:MGI Symbol;Acc:MGI:1915959],
481,ENSMUSG00000044052,Ccr10,12777,chemokine (C-C motif) receptor 10 [Source:MGI Symbol;Acc:MGI:1096320],
482,ENSMUSG00000044320,1700001O22Rik,73598,RIKEN cDNA 1700001O22 gene [Source:MGI Symbol;Acc:MGI:1923631],
483,ENSMUSG00000044674,Fzd1,14362,frizzled class receptor 1 [Source:MGI Symbol;Acc:MGI:1196625],
484,ENSMUSG00000044827,Tlr1,21897,toll-like receptor 1 [Source:MGI Symbol;Acc:MGI:1341295],
485,ENSMUSG00000045087,S1pr5,94226,sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641],
486,ENSMUSG00000045165,AI467606,101602,expressed sequence AI467606 [Source:MGI Symbol;Acc:MGI:2141979],
487,ENSMUSG00000045326,Fndc7,320181,fibronectin type III domain containing 7 [Source:MGI Symbol;Acc:MGI:2443535],
488,ENSMUSG00000045667,Smtnl2,276829,smoothelin-like 2 [Source:MGI Symbol;Acc:MGI:2442764],
489,ENSMUSG00000046352,Gjb2,14619,"gap junction protein, beta 2 [Source:MGI Symbol;Acc:MGI:95720]",
490,ENSMUSG00000046460,Sh2d7,244885,SH2 domain containing 7 [Source:MGI Symbol;Acc:MGI:2441692],
491,ENSMUSG00000046523,Kctd4,67516,potassium channel tetramerisation domain containing 4 [Source:MGI Symbol;Acc:MGI:1914766],
492,ENSMUSG00000047104,Pbp2,76400,phosphatidylethanolamine binding protein 2 [Source:MGI Symbol;Acc:MGI:1923650],
493,ENSMUSG00000047368,Abhd17b,226016,abhydrolase domain containing 17B [Source:MGI Symbol;Acc:MGI:1917816],
494,ENSMUSG00000047414,Flrt2,399558,fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594],
495,ENSMUSG00000047428,Dlk2,106565,delta like non-canonical Notch ligand 2 [Source:MGI Symbol;Acc:MGI:2146838],
496,ENSMUSG00000047604,Frat2,212398,frequently rearranged in advanced T cell lymphomas 2 [Source:MGI Symbol;Acc:MGI:2673967],
497,ENSMUSG00000047712,Ust,338362,uronyl-2-sulfotransferase [Source:MGI Symbol;Acc:MGI:2442406],
498,ENSMUSG00000048031,Fcrl5,329693,Fc receptor-like 5 [Source:MGI Symbol;Acc:MGI:3053558],
499,ENSMUSG00000048234,Rnf149,67702,ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438],
500,ENSMUSG00000048277,Syngr2,20973,synaptogyrin 2 [Source:MGI Symbol;Acc:MGI:1328324],
501,ENSMUSG00000048349,Pou4f1,18996,"POU domain, class 4, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102525]",
502,ENSMUSG00000048402,Gli2,14633,GLI-Kruppel family member GLI2 [Source:MGI Symbol;Acc:MGI:95728],
503,ENSMUSG00000048480,Cxcr1,227288,chemokine (C-X-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:2448715],
504,ENSMUSG00000048490,Nrip1,268903,nuclear receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1315213],
505,ENSMUSG00000048546,Tob2,57259,"transducer of ERBB2, 2 [Source:MGI Symbol;Acc:MGI:1888525]",
506,ENSMUSG00000048776,Pthlh,19227,parathyroid hormone-like peptide [Source:MGI Symbol;Acc:MGI:97800],
507,ENSMUSG00000049092,Gpr137c,70713,G protein-coupled receptor 137C [Source:MGI Symbol;Acc:MGI:1917963],
508,ENSMUSG00000049093,Il23r,209590,interleukin 23 receptor [Source:MGI Symbol;Acc:MGI:2181693],
509,ENSMUSG00000049516,Spty2d1,101685,SPT2 chromatin protein domain containing 1 [Source:MGI Symbol;Acc:MGI:2142062],
510,ENSMUSG00000049604,Hoxb13,15408,homeobox B13 [Source:MGI Symbol;Acc:MGI:107730],
511,ENSMUSG00000049985,Ankrd55,77318,ankyrin repeat domain 55 [Source:MGI Symbol;Acc:MGI:1924568],
512,ENSMUSG00000050010,Shisa3,330096,shisa family member 3 [Source:MGI Symbol;Acc:MGI:3041225],
513,ENSMUSG00000050199,Lgr4,107515,leucine-rich repeat-containing G protein-coupled receptor 4 [Source:MGI Symbol;Acc:MGI:1891468],
514,ENSMUSG00000050288,Fzd2,57265,frizzled class receptor 2 [Source:MGI Symbol;Acc:MGI:1888513],
515,ENSMUSG00000050295,Foxc1,17300,forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466],
516,ENSMUSG00000050315,Synpo2,118449,synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070],
517,ENSMUSG00000050350,Gpr18,110168,G protein-coupled receptor 18 [Source:MGI Symbol;Acc:MGI:107859],
518,ENSMUSG00000050368,Hoxd10,15430,homeobox D10 [Source:MGI Symbol;Acc:MGI:96202],
519,ENSMUSG00000050468,Astl,215095,astacin-like metalloendopeptidase (M12 family) [Source:MGI Symbol;Acc:MGI:3046414],
520,ENSMUSG00000050600,Zfp831,100043757,zinc finger protein 831 [Source:MGI Symbol;Acc:MGI:3641861],
521,ENSMUSG00000050628,Ubald2,319370,UBA-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1914635],
522,ENSMUSG00000050663,Trhde,237553,TRH-degrading enzyme [Source:MGI Symbol;Acc:MGI:2384311],
523,ENSMUSG00000050730,Arhgap42,71544,Rho GTPase activating protein 42 [Source:MGI Symbol;Acc:MGI:1918794],
524,ENSMUSG00000050860,Phospho1,237928,"phosphatase, orphan 1 [Source:MGI Symbol;Acc:MGI:2447348]",
525,ENSMUSG00000050912,Tmem123,71929,transmembrane protein 123 [Source:MGI Symbol;Acc:MGI:1919179],
526,ENSMUSG00000051379,Flrt3,71436,fibronectin leucine rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1918686],
527,ENSMUSG00000051727,Kctd14,233529,potassium channel tetramerisation domain containing 14 [Source:MGI Symbol;Acc:MGI:1289222],
528,ENSMUSG00000052013,Btla,208154,B and T lymphocyte associated [Source:MGI Symbol;Acc:MGI:2658978],
529,ENSMUSG00000052085,Dock8,76088,dedicator of cytokinesis 8 [Source:MGI Symbol;Acc:MGI:1921396],
530,ENSMUSG00000052099,Prss51,100504162,"protease, serine 51 [Source:MGI Symbol;Acc:MGI:1921465]",
531,ENSMUSG00000052133,Sema5b,20357,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]",
532,ENSMUSG00000052142,Rasal3,320484,RAS protein activator like 3 [Source:MGI Symbol;Acc:MGI:2444128],
533,ENSMUSG00000052435,Cebpe,110794,"CCAAT/enhancer binding protein (C/EBP), epsilon [Source:MGI Symbol;Acc:MGI:103572]",
534,ENSMUSG00000052539,Magi3,99470,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1923484]",
535,ENSMUSG00000052631,Sh2d6,71130,SH2 domain containing 6 [Source:MGI Symbol;Acc:MGI:1918380],
536,ENSMUSG00000052889,Prkcb,18751,"protein kinase C, beta [Source:MGI Symbol;Acc:MGI:97596]",
537,ENSMUSG00000053398,Phgdh,236539,3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330],
538,ENSMUSG00000053469,Tg,21819,thyroglobulin [Source:MGI Symbol;Acc:MGI:98733],
539,ENSMUSG00000054206,Gzmm,16904,granzyme M (lymphocyte met-ase 1) [Source:MGI Symbol;Acc:MGI:99549],
540,ENSMUSG00000054889,Dsp,109620,desmoplakin [Source:MGI Symbol;Acc:MGI:109611],
541,ENSMUSG00000054892,Txk,22165,TXK tyrosine kinase [Source:MGI Symbol;Acc:MGI:102960],
542,ENSMUSG00000054932,Afp,11576,alpha fetoprotein [Source:MGI Symbol;Acc:MGI:87951],
543,ENSMUSG00000054951,9130008F23Rik,71583,RIKEN cDNA 9130008F23 gene [Source:MGI Symbol;Acc:MGI:1918833],
544,ENSMUSG00000055235,Wdr86,269633,WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466],
545,ENSMUSG00000055435,Maf,17132,avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909],
546,ENSMUSG00000055761,Nkain3,269513,Na+/K+ transporting ATPase interacting 3 [Source:MGI Symbol;Acc:MGI:2444830],
547,ENSMUSG00000056209,Npm3,18150,nucleoplasmin 3 [Source:MGI Symbol;Acc:MGI:894653],
548,ENSMUSG00000056220,Pla2g4a,18783,"phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:MGI Symbol;Acc:MGI:1195256]",
549,ENSMUSG00000056413,Adap1,231821,ArfGAP with dual PH domains 1 [Source:MGI Symbol;Acc:MGI:2442201],
550,ENSMUSG00000056498,Tmem154,320782,transmembrane protein 154 [Source:MGI Symbol;Acc:MGI:2444725],
551,ENSMUSG00000056569,Mpz,17528,myelin protein zero [Source:MGI Symbol;Acc:MGI:103177],
552,ENSMUSG00000057058,Skap1,78473,src family associated phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1925723],
553,ENSMUSG00000057191,AB124611,382062,cDNA sequence AB124611 [Source:MGI Symbol;Acc:MGI:3043001],
554,ENSMUSG00000057315,Arhgap24,231532,Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647],
555,ENSMUSG00000057337,Chst3,53374,carbohydrate sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1858224],
556,ENSMUSG00000057378,Ryr3,20192,ryanodine receptor 3 [Source:MGI Symbol;Acc:MGI:99684],
557,ENSMUSG00000057777,Mab21l2,23937,mab-21-like 2 [Source:MGI Symbol;Acc:MGI:1346022],
558,ENSMUSG00000057948,Unc13d,70450,unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700],
559,ENSMUSG00000057967,Fgf18,14172,fibroblast growth factor 18 [Source:MGI Symbol;Acc:MGI:1277980],
560,ENSMUSG00000058152,Chsy3,78923,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173],
562,ENSMUSG00000059146,Ntrk3,414121,"neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]",
563,ENSMUSG00000059898,Dsc3,13507,desmocollin 3 [Source:MGI Symbol;Acc:MGI:1194993],
564,ENSMUSG00000059956,Serpinb12,71869,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12 [Source:MGI Symbol;Acc:MGI:1919119]",
565,ENSMUSG00000060180,Myh13,544791,"myosin, heavy polypeptide 13, skeletal muscle [Source:MGI Symbol;Acc:MGI:1339967]",
566,ENSMUSG00000060240,Cend1,57754,cell cycle exit and neuronal differentiation 1 [Source:MGI Symbol;Acc:MGI:1929898],
567,ENSMUSG00000060371,Caln1,140904,calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987],
568,ENSMUSG00000060429,Sntb1,20649,"syntrophin, basic 1 [Source:MGI Symbol;Acc:MGI:101781]",
569,ENSMUSG00000060477,Irak2,108960,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],
570,ENSMUSG00000060600,Eno3,13808,"enolase 3, beta muscle [Source:MGI Symbol;Acc:MGI:95395]",
571,ENSMUSG00000060703,Cd302,66205,CD302 antigen [Source:MGI Symbol;Acc:MGI:1913455],
572,ENSMUSG00000060924,Csmd1,94109,CUB and Sushi multiple domains 1 [Source:MGI Symbol;Acc:MGI:2137383],
573,ENSMUSG00000061119,Prcp,72461,prolylcarboxypeptidase (angiotensinase C) [Source:MGI Symbol;Acc:MGI:1919711],
574,ENSMUSG00000061259,Tmprss11d,231382,"transmembrane protease, serine 11d [Source:MGI Symbol;Acc:MGI:2385221]",
575,ENSMUSG00000061589,Dot1l,208266,"DOT1-like, histone H3 methyltransferase (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2143886]",
576,ENSMUSG00000061718,Ppp1r1b,19049,"protein phosphatase 1, regulatory inhibitor subunit 1B [Source:MGI Symbol;Acc:MGI:94860]",
577,ENSMUSG00000061751,Kalrn,545156,"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]",
578,ENSMUSG00000061815,Rufy4,435626,RUN and FYVE domain containing 4 [Source:MGI Symbol;Acc:MGI:3588214],
579,ENSMUSG00000062007,Hsh2d,209488,hematopoietic SH2 domain containing [Source:MGI Symbol;Acc:MGI:2676364],
580,ENSMUSG00000062175,Tgif2,228839,TGFB-induced factor homeobox 2 [Source:MGI Symbol;Acc:MGI:1915299],
581,ENSMUSG00000062585,Cnr2,12802,cannabinoid receptor 2 (macrophage) [Source:MGI Symbol;Acc:MGI:104650],
582,ENSMUSG00000062694,Cav3,12391,caveolin 3 [Source:MGI Symbol;Acc:MGI:107570],
583,ENSMUSG00000062822,4833420G17Rik,67392,RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642],
584,ENSMUSG00000063564,Col23a1,237759,"collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]",
585,ENSMUSG00000063594,Gng8,14709,"guanine nucleotide binding protein (G protein), gamma 8 [Source:MGI Symbol;Acc:MGI:109163]",
586,ENSMUSG00000063889,Crem,12916,cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495],
587,ENSMUSG00000064065,Ipcef1,320495,interaction protein for cytohesin exchange factors 1 [Source:MGI Symbol;Acc:MGI:2444159],
588,ENSMUSG00000064179,Tnnt1,21955,"troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]",
589,ENSMUSG00000064325,Hhip,15245,Hedgehog-interacting protein [Source:MGI Symbol;Acc:MGI:1341847],
590,ENSMUSG00000064351,mt-Co1,17708,mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:102504],
591,ENSMUSG00000064358,mt-Co3,17710,mitochondrially encoded cytochrome c oxidase III [Source:MGI Symbol;Acc:MGI:102502],
592,ENSMUSG00000064370,mt-Cytb,17711,mitochondrially encoded cytochrome b [Source:MGI Symbol;Acc:MGI:102501],
593,ENSMUSG00000066113,Adamtsl1,77739,ADAMTS-like 1 [Source:MGI Symbol;Acc:MGI:1924989],
594,ENSMUSG00000066278,Vps37b,330192,vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724],
595,ENSMUSG00000066406,Akap13,75547,A kinase (PRKA) anchor protein 13 [Source:MGI Symbol;Acc:MGI:2676556],
596,ENSMUSG00000066621,Tecpr1,70381,tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631],
597,ENSMUSG00000066755,Tnfsf18,240873,"tumor necrosis factor (ligand) superfamily, member 18 [Source:MGI Symbol;Acc:MGI:2673064]",
598,ENSMUSG00000066800,Rnasel,24014,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]",
599,ENSMUSG00000068335,Dok1,13448,docking protein 1 [Source:MGI Symbol;Acc:MGI:893587],
600,ENSMUSG00000068614,Actc1,11464,"actin, alpha, cardiac muscle 1 [Source:MGI Symbol;Acc:MGI:87905]",
601,ENSMUSG00000068699,Flnc,68794,"filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]",
602,ENSMUSG00000069094,Pde7a,18583,phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402],
603,ENSMUSG00000069662,Marcks,17118,myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907],
604,ENSMUSG00000070000,Fcho1,74015,FCH domain only 1 [Source:MGI Symbol;Acc:MGI:1921265],
605,ENSMUSG00000070327,Rnf213,672511,ring finger protein 213 [Source:MGI Symbol;Acc:MGI:1289196],
606,ENSMUSG00000070369,Itgad,381924,"integrin, alpha D [Source:MGI Symbol;Acc:MGI:3578624]",
607,ENSMUSG00000070385,Ampd1,229665,adenosine monophosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:88015],
608,ENSMUSG00000071369,Map3k5,26408,mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876],
609,ENSMUSG00000071415,Rpl23,65019,ribosomal protein L23 [Source:MGI Symbol;Acc:MGI:1929455],
610,ENSMUSG00000071552,Tigit,100043314,T cell immunoreceptor with Ig and ITIM domains [Source:MGI Symbol;Acc:MGI:3642260],
611,ENSMUSG00000071984,Fndc1,68655,fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905],
612,ENSMUSG00000072235,Tuba1a,22142,"tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]",
613,ENSMUSG00000072419,Dppa2,73703,developmental pluripotency associated 2 [Source:MGI Symbol;Acc:MGI:2157523],
614,ENSMUSG00000073433,Arhgdig,14570,Rho GDP dissociation inhibitor (GDI) gamma [Source:MGI Symbol;Acc:MGI:108430],
615,ENSMUSG00000073982,Rhog,56212,ras homolog family member G [Source:MGI Symbol;Acc:MGI:1928370],
616,ENSMUSG00000074063,Osgin1,71839,oxidative stress induced growth inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919089],
617,ENSMUSG00000074151,Nlrc5,434341,"NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]",
618,ENSMUSG00000074397,Foxr1,382074,forkhead box R1 [Source:MGI Symbol;Acc:MGI:2685961],
619,ENSMUSG00000074570,Cass4,320664,Cas scaffolding protein family member 4 [Source:MGI Symbol;Acc:MGI:2444482],
620,ENSMUSG00000074594,Wfdc9,629754,WAP four-disulfide core domain 9 [Source:MGI Symbol;Acc:MGI:3652032],
621,ENSMUSG00000074625,Arhgap40,545481,Rho GTPase activating protein 40 [Source:MGI Symbol;Acc:MGI:3649852],
622,ENSMUSG00000074653,Lrrc31,320352,leucine rich repeat containing 31 [Source:MGI Symbol;Acc:MGI:2443864],
623,ENSMUSG00000074785,Plxnc1,54712,plexin C1 [Source:MGI Symbol;Acc:MGI:1890127],
624,ENSMUSG00000074852,Hpse2,545291,heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814],
625,ENSMUSG00000074886,Grk6,26385,G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078],
626,ENSMUSG00000075284,Wipf1,215280,"WAS/WASL interacting protein family, member 1 [Source:MGI Symbol;Acc:MGI:2178801]",
627,ENSMUSG00000075415,Fnbp1,14269,formin binding protein 1 [Source:MGI Symbol;Acc:MGI:109606],
628,ENSMUSG00000078719,Msmp,100039672,"microseminoprotein, prostate associated [Source:MGI Symbol;Acc:MGI:3652339]",
629,ENSMUSG00000079110,Capn3,12335,calpain 3 [Source:MGI Symbol;Acc:MGI:107437],
630,ENSMUSG00000079445,B3gnt7,227327,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:2384394]",
631,ENSMUSG00000079563,Pglyrp2,57757,peptidoglycan recognition protein 2 [Source:MGI Symbol;Acc:MGI:1928099],
632,ENSMUSG00000079598,Clec2l,665180,"C-type lectin domain family 2, member L [Source:MGI Symbol;Acc:MGI:2141402]",
633,ENSMUSG00000079659,Tmem243,652925,"transmembrane protein 243, mitochondrial [Source:MGI Symbol;Acc:MGI:3606159]",
634,ENSMUSG00000082101,Slfn14,237890,schlafen 14 [Source:MGI Symbol;Acc:MGI:2684866],
635,ENSMUSG00000085795,Zfp703,353310,zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729],
636,ENSMUSG00000086564,Cd101,630146,CD101 antigen [Source:MGI Symbol;Acc:MGI:2685862],
637,ENSMUSG00000086596,Susd5,382111,sushi domain containing 5 [Source:MGI Symbol;Acc:MGI:2685972],
638,ENSMUSG00000091345,Col6a5,665033,"collagen, type VI, alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]",
639,ENSMUSG00000091722,Siah3,380918,siah E3 ubiquitin protein ligase family member 3 [Source:MGI Symbol;Acc:MGI:2685758],
640,ENSMUSG00000092060,Bend4,666938,BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414],
641,ENSMUSG00000093989,Rnasek,52898,"ribonuclease, RNase K [Source:MGI Symbol;Acc:MGI:106369]",
642,ENSMUSG00000094584,Ms4a18,76002,"membrane-spanning 4-domains, subfamily A, member 18 [Source:MGI Symbol;Acc:MGI:1923252]",
643,ENSMUSG00000095654,Plscr5,100504689,"phospholipid scramblase family, member 5 [Source:MGI Symbol;Acc:MGI:3779462]",
644,ENSMUSG00000096606,Tpbgl,100503386,trophoblast glycoprotein-like [Source:MGI Symbol;Acc:MGI:3646425],
645,ENSMUSG00000097084,Foxl1,14241,forkhead box L1 [Source:MGI Symbol;Acc:MGI:1347469],
646,ENSMUSG00000100512,Ovol3,381867,ovo like zinc finger 3 [Source:MGI Symbol;Acc:MGI:2388075],
647,ENSMUSG00000104043,Gm6525,,predicted pseudogene 6525 [Source:MGI Symbol;Acc:MGI:3648757],
648,ENSMUSG00000113902,Ndufb1,102631912,NADH:ubiquinone oxidoreductase subunit B1 [Source:MGI Symbol;Acc:MGI:3780865],
